kidsdriv,age,homekids,yoj,income,parent1,home_val,mstatus,gender,education,occupation,travtime,car_use,bluebook,tif,car_type,red_car,oldclaim,clm_freq,revoked,mvr_pts,clm_amt,car_age,claim_flag,urbanicity
0,59.0,3,17.0,44966.0,False,0.0,True,female,Bachelors,Student,40,Private,11900.0,1,Minivan,no,6606.0,1,No,2,0.0,12.0,0,Urban
0,43.0,1,12.0,85494.0,True,,False,male,Bachelors,Blue Collar,29,Commercial,15180.0,16,Minivan,no,0.0,0,No,0,0.0,11.0,0,Rural
0,51.0,0,14.0,57775.0,False,216780.0,True,male,Bachelors,Blue Collar,46,Commercial,7780.0,10,Pickup,no,0.0,0,No,1,0.0,11.0,0,Urban
0,49.0,0,,,False,,True,male,below High School,Blue Collar,33,Commercial,9340.0,10,Pickup,no,0.0,0,No,0,0.0,5.0,0,Rural
0,53.0,0,10.0,222372.0,False,0.0,False,female,Masters,Lawyer,60,Private,37140.0,1,Sports Car,no,0.0,0,No,0,0.0,7.0,0,Urban
0,47.0,0,6.0,25871.0,False,193683.0,True,female,High School,Blue Collar,38,Commercial,15330.0,1,SUV,no,0.0,0,Yes,6,1026.0,9.0,1,Urban
0,50.0,0,14.0,15989.0,False,117038.0,True,male,below High School,Clerical,22,Private,11390.0,11,Pickup,no,0.0,0,No,0,0.0,5.0,0,Urban
0,48.0,0,13.0,92111.0,False,273337.0,True,male,Masters,Lawyer,26,Private,13190.0,1,Minivan,yes,0.0,0,No,0,0.0,14.0,0,Urban
0,39.0,3,14.0,32966.0,True,0.0,False,male,High School,Blue Collar,59,Commercial,7750.0,25,Minivan,no,0.0,0,No,0,0.0,1.0,0,Rural
0,47.0,0,5.0,31957.0,False,156435.0,True,male,High School,Clerical,24,Private,9400.0,6,Minivan,yes,0.0,0,Yes,0,0.0,6.0,0,Urban
0,36.0,0,10.0,62833.0,False,,True,female,Bachelors,Blue Collar,49,Commercial,19800.0,4,SUV,no,0.0,0,No,2,0.0,,0,Urban
0,44.0,2,,27039.0,True,0.0,False,female,High School,Student,49,Private,11270.0,6,SUV,no,2189.0,2,No,5,1342.0,7.0,1,Urban
0,31.0,4,10.0,104421.0,True,0.0,False,male,Bachelors,Blue Collar,33,Commercial,21070.0,1,Minivan,no,0.0,0,No,0,0.0,11.0,0,Urban
0,36.0,0,9.0,110873.0,False,0.0,False,male,Bachelors,Blue Collar,50,Commercial,24730.0,6,Panel Truck,yes,0.0,0,No,0,5967.0,7.0,1,Urban
0,31.0,3,13.0,93540.0,False,,True,female,High School,Blue Collar,39,Commercial,13950.0,6,SUV,no,1150.0,2,No,3,0.0,8.0,0,Urban
0,44.0,0,0.0,0.0,False,0.0,True,male,High School,Student,50,Commercial,17700.0,10,Van,no,0.0,0,No,0,0.0,12.0,0,Urban
0,48.0,0,8.0,105567.0,False,0.0,False,male,Bachelors,Manager,84,Private,15660.0,11,Minivan,no,9837.0,3,No,9,0.0,8.0,0,Urban
2,39.0,2,13.0,92000.0,False,301965.0,True,male,Bachelors,Professional,50,Private,14600.0,1,Minivan,yes,6627.0,3,No,2,34302.0,1.0,1,Urban
0,35.0,0,10.0,82082.0,False,263271.0,True,male,PhD,Doctor,36,Private,15280.0,1,Minivan,no,21014.0,2,Yes,6,0.0,12.0,0,Urban
0,33.0,1,12.0,23514.0,False,105036.0,True,female,High School,Clerical,27,Private,7920.0,7,SUV,no,0.0,0,No,0,0.0,7.0,0,Rural
0,40.0,0,11.0,41477.0,False,185913.0,False,female,PhD,Home Maker,16,Private,16710.0,4,Minivan,no,0.0,0,No,0,0.0,1.0,0,Urban
0,52.0,0,14.0,74422.0,False,247486.0,True,female,Bachelors,Professional,5,Commercial,22490.0,9,Pickup,no,0.0,0,No,0,0.0,7.0,0,Urban
0,50.0,0,12.0,,False,0.0,False,female,Masters,Lawyer,13,Private,32470.0,1,Sports Car,no,0.0,0,No,0,0.0,16.0,0,Urban
0,41.0,1,12.0,37282.0,True,0.0,False,female,Bachelors,Professional,41,Private,9330.0,7,SUV,no,7037.0,2,No,5,0.0,14.0,0,Urban
1,39.0,2,13.0,31138.0,False,160202.0,True,female,High School,Clerical,38,Private,9830.0,1,SUV,no,4582.0,2,No,5,4344.0,1.0,1,Urban
0,37.0,0,11.0,106784.0,False,290821.0,True,female,Masters,Lawyer,22,Private,12410.0,6,SUV,no,0.0,0,No,0,0.0,14.0,0,Urban
0,38.0,3,11.0,13337.0,True,106321.0,False,female,High School,Clerical,53,Private,6920.0,11,SUV,no,0.0,0,No,0,5292.0,1.0,1,Rural
0,43.0,0,12.0,128223.0,False,0.0,False,male,Masters,,68,Commercial,21890.0,9,Van,yes,0.0,0,No,0,0.0,15.0,0,Rural
0,,2,0.0,0.0,True,0.0,False,female,below High School,Home Maker,23,Private,14500.0,1,SUV,yes,0.0,0,No,0,3444.0,6.0,1,Urban
0,35.0,1,12.0,75165.0,False,253077.0,True,female,Masters,Manager,32,Private,11290.0,6,Sports Car,no,0.0,0,No,1,4943.0,14.0,1,Urban
0,41.0,0,11.0,46294.0,False,182167.0,False,male,Bachelors,Professional,30,Commercial,11960.0,1,Pickup,yes,5759.0,2,No,2,0.0,8.0,0,Urban
0,49.0,0,7.0,225083.0,False,0.0,False,female,PhD,,53,Commercial,50970.0,11,Panel Truck,no,6364.0,1,No,5,18084.0,14.0,1,Urban
0,44.0,0,6.0,38002.0,False,185665.0,False,female,Bachelors,Clerical,30,Private,10690.0,9,Minivan,no,2513.0,3,No,4,0.0,8.0,0,Urban
1,36.0,2,14.0,118971.0,True,0.0,False,male,Bachelors,Manager,44,Commercial,31390.0,1,Panel Truck,yes,0.0,0,No,0,5295.0,14.0,1,Urban
0,45.0,2,8.0,72245.0,False,241795.0,True,female,Bachelors,Professional,28,Private,13220.0,4,SUV,no,0.0,0,No,2,0.0,11.0,0,Rural
0,42.0,3,10.0,61438.0,False,222008.0,True,male,Bachelors,Professional,25,Private,16060.0,1,Minivan,yes,0.0,0,No,0,0.0,13.0,0,Urban
0,43.0,0,11.0,87247.0,False,0.0,False,female,Masters,Lawyer,21,Private,20900.0,13,SUV,no,0.0,0,No,0,0.0,18.0,0,Urban
0,53.0,0,0.0,0.0,False,0.0,False,male,below High School,Student,53,Private,6800.0,6,Pickup,yes,31796.0,3,Yes,0,0.0,1.0,0,Rural
0,47.0,0,10.0,45237.0,False,0.0,False,female,High School,Professional,43,Private,15550.0,3,Pickup,no,0.0,0,Yes,0,0.0,1.0,0,Urban
0,51.0,0,0.0,0.0,False,0.0,True,female,High School,Student,30,Commercial,12360.0,7,SUV,no,0.0,0,No,2,0.0,1.0,0,Rural
0,46.0,0,11.0,111580.0,False,291785.0,True,male,Bachelors,Blue Collar,86,Commercial,6100.0,1,Pickup,yes,0.0,0,No,1,0.0,,0,Rural
0,54.0,0,0.0,0.0,False,67587.0,True,female,PhD,Home Maker,28,Private,6900.0,1,SUV,no,856.0,1,No,4,7940.0,13.0,1,Urban
0,33.0,1,0.0,0.0,False,,True,female,High School,Home Maker,27,Private,11300.0,4,Pickup,no,0.0,0,No,0,0.0,8.0,0,Rural
0,45.0,1,,55983.0,True,0.0,False,female,Bachelors,Manager,31,Private,7240.0,6,Sports Car,no,0.0,0,No,0,0.0,10.0,0,Urban
0,57.0,0,14.0,101399.0,False,,False,male,Masters,,5,Commercial,29080.0,4,Panel Truck,yes,0.0,0,No,0,0.0,14.0,0,Urban
1,44.0,3,0.0,0.0,False,0.0,True,female,High School,Student,57,Private,7900.0,6,SUV,no,0.0,0,Yes,1,0.0,11.0,0,Urban
0,56.0,0,16.0,44940.0,False,196891.0,True,female,below High School,Blue Collar,39,Private,15320.0,1,SUV,no,0.0,0,No,2,1914.0,9.0,1,Urban
0,55.0,0,14.0,8684.0,False,98652.0,False,female,Bachelors,Home Maker,38,Private,7000.0,6,SUV,no,0.0,0,No,3,0.0,10.0,0,Rural
1,42.0,3,7.0,85819.0,False,262789.0,True,male,Bachelors,Blue Collar,45,Commercial,5700.0,1,Pickup,yes,5699.0,3,No,1,1107.0,14.0,1,Urban
0,23.0,4,9.0,5367.0,False,75782.0,True,female,High School,Blue Collar,14,Commercial,22550.0,7,Minivan,yes,6027.0,3,No,10,2161.0,1.0,1,Urban
0,28.0,3,14.0,10518.0,True,107763.0,False,female,High School,Home Maker,50,Private,5800.0,4,SUV,no,6755.0,1,No,1,2820.0,,1,Urban
0,41.0,0,11.0,23649.0,False,77718.0,True,female,below High School,Blue Collar,10,Private,7960.0,1,Sports Car,no,0.0,0,No,0,0.0,3.0,0,Urban
0,33.0,1,12.0,7024.0,False,60073.0,True,female,Bachelors,Home Maker,31,Commercial,22300.0,4,Pickup,no,0.0,0,No,0,0.0,13.0,0,Rural
0,28.0,1,0.0,0.0,True,63142.0,False,male,High School,Student,42,Commercial,9750.0,9,Pickup,yes,0.0,0,No,2,909.0,10.0,1,Urban
0,53.0,0,12.0,79834.0,False,253064.0,True,female,Bachelors,Blue Collar,44,Commercial,15180.0,1,Minivan,no,2053.0,1,No,4,0.0,12.0,0,Urban
0,43.0,0,15.0,,False,229294.0,True,female,High School,Blue Collar,18,Commercial,20850.0,6,Minivan,no,7946.0,1,No,0,1448.0,1.0,1,Urban
0,51.0,0,9.0,68059.0,False,243423.0,True,male,Masters,Manager,35,Commercial,6600.0,4,Pickup,no,0.0,0,Yes,1,0.0,18.0,0,Urban
0,43.0,0,10.0,114966.0,False,310472.0,True,male,Masters,Professional,38,Commercial,20960.0,11,Van,no,0.0,0,No,1,0.0,13.0,0,Rural
0,47.0,0,10.0,220533.0,False,591993.0,True,male,PhD,,35,Commercial,32400.0,19,Panel Truck,no,0.0,0,No,0,0.0,19.0,0,Urban
0,51.0,0,13.0,46709.0,False,170183.0,True,female,High School,Clerical,28,Private,26080.0,6,Minivan,no,0.0,0,No,1,0.0,5.0,0,Rural
0,57.0,0,9.0,51060.0,False,,False,male,Bachelors,Student,35,Private,33220.0,1,Minivan,yes,4678.0,3,No,2,5084.0,8.0,1,Urban
0,33.0,2,12.0,45893.0,True,189452.0,False,male,High School,Professional,54,Commercial,18990.0,1,Van,yes,29781.0,3,Yes,0,16372.0,6.0,1,Urban
0,41.0,0,11.0,1953.0,False,137081.0,True,female,High School,Home Maker,40,Private,5600.0,12,SUV,no,36757.0,3,No,6,0.0,9.0,0,Urban
0,48.0,0,12.0,141508.0,False,428576.0,True,female,PhD,Doctor,12,Private,20450.0,10,SUV,no,0.0,0,Yes,2,0.0,,0,Urban
0,51.0,0,0.0,0.0,False,129459.0,True,female,High School,Home Maker,39,Private,6600.0,1,Sports Car,no,4545.0,1,No,8,0.0,6.0,0,Urban
0,35.0,1,11.0,74315.0,True,225301.0,False,male,Masters,Professional,60,Commercial,24230.0,1,Panel Truck,yes,0.0,0,No,0,0.0,10.0,0,Urban
0,27.0,1,13.0,43083.0,False,138247.0,True,female,below High School,Clerical,29,Commercial,20950.0,6,Pickup,no,5737.0,3,No,9,9824.0,1.0,1,Urban
0,37.0,0,,109732.0,False,0.0,False,female,Masters,Lawyer,70,Private,11740.0,1,SUV,no,9883.0,1,No,3,4716.0,14.0,1,Urban
0,47.0,0,,14206.0,False,89120.0,True,male,Masters,Lawyer,18,Private,15070.0,6,Minivan,no,0.0,0,No,0,0.0,12.0,0,Urban
0,50.0,0,15.0,41447.0,False,148330.0,True,female,Bachelors,Manager,14,Private,6500.0,1,SUV,no,0.0,0,No,0,4805.0,7.0,1,Urban
0,29.0,0,9.0,85413.0,False,0.0,False,male,Bachelors,Manager,27,Private,13920.0,11,Minivan,yes,4189.0,3,No,3,0.0,11.0,0,Urban
0,35.0,2,15.0,45893.0,False,89889.0,True,female,below High School,Blue Collar,46,Private,9590.0,1,SUV,no,0.0,0,No,0,0.0,,0,Rural
0,32.0,1,11.0,143195.0,False,346009.0,True,male,PhD,,55,Commercial,23860.0,1,Panel Truck,yes,0.0,0,No,0,0.0,14.0,0,Rural
0,51.0,0,8.0,,False,96484.0,False,female,Masters,Home Maker,37,Private,9530.0,1,SUV,no,0.0,0,Yes,0,6132.0,17.0,1,Urban
0,50.0,0,6.0,55230.0,False,0.0,False,female,High School,Blue Collar,36,Commercial,24950.0,5,Pickup,no,4997.0,3,No,7,6535.0,6.0,1,Urban
0,47.0,0,10.0,129926.0,False,0.0,False,male,Masters,Professional,62,Commercial,19190.0,1,Van,yes,0.0,0,No,2,2840.0,9.0,1,Urban
0,36.0,0,13.0,38946.0,False,201598.0,True,male,below High School,Clerical,24,Private,21200.0,10,Van,yes,38892.0,3,Yes,3,0.0,5.0,0,Urban
0,41.0,0,12.0,19114.0,False,137718.0,True,male,High School,Clerical,11,Commercial,5600.0,7,Pickup,no,0.0,0,No,0,0.0,1.0,0,Rural
0,54.0,0,12.0,103910.0,False,314938.0,True,male,Masters,Lawyer,19,Private,30250.0,10,Minivan,yes,0.0,0,No,0,0.0,17.0,0,Urban
0,36.0,1,12.0,26587.0,True,0.0,False,female,below High School,Clerical,45,Private,5100.0,7,SUV,no,4936.0,1,No,5,464.0,1.0,1,Urban
0,34.0,1,13.0,79957.0,False,172461.0,True,male,High School,Blue Collar,47,Commercial,12510.0,12,Minivan,no,0.0,0,No,0,1842.0,9.0,1,Urban
0,53.0,0,7.0,3528.0,False,73903.0,True,female,High School,Home Maker,54,Private,7150.0,10,SUV,no,0.0,0,No,2,0.0,7.0,0,Urban
0,41.0,3,8.0,69129.0,True,0.0,False,female,Bachelors,Manager,8,Private,11580.0,4,SUV,no,27127.0,3,No,1,0.0,,0,Urban
0,58.0,0,11.0,67608.0,False,244407.0,True,male,Bachelors,Professional,40,Private,23140.0,6,Minivan,no,0.0,0,Yes,0,0.0,12.0,0,Urban
0,59.0,0,15.0,198042.0,False,474444.0,True,female,PhD,Doctor,36,Private,27960.0,13,Sports Car,no,0.0,0,Yes,0,0.0,10.0,0,Urban
1,39.0,1,14.0,35865.0,False,143215.0,True,male,High School,Professional,38,Private,22780.0,1,Minivan,yes,0.0,0,No,0,0.0,1.0,0,Urban
2,35.0,2,11.0,18570.0,False,134014.0,True,male,High School,Clerical,18,Private,14290.0,1,Minivan,yes,0.0,0,No,2,0.0,10.0,0,Urban
2,54.0,2,15.0,106746.0,False,310093.0,True,female,High School,Blue Collar,56,Commercial,17570.0,4,Minivan,no,0.0,0,No,2,0.0,5.0,0,Rural
0,62.0,2,13.0,25426.0,True,0.0,False,male,High School,Clerical,35,Private,10240.0,6,SUV,no,6706.0,2,No,3,0.0,1.0,0,Urban
0,38.0,0,,17028.0,False,0.0,False,female,High School,Clerical,26,Private,14160.0,6,SUV,no,5511.0,1,No,0,5905.0,1.0,1,Rural
0,57.0,0,15.0,44108.0,False,0.0,False,female,High School,Student,45,Commercial,21720.0,4,SUV,no,0.0,0,No,2,3609.0,1.0,1,Urban
0,66.0,1,17.0,88979.0,False,275391.0,True,female,PhD,Lawyer,42,Private,10400.0,9,Sports Car,no,0.0,0,No,4,0.0,20.0,0,Urban
0,43.0,2,11.0,78812.0,True,266497.0,False,male,Bachelors,Blue Collar,36,Commercial,13680.0,7,Minivan,no,0.0,0,No,2,0.0,1.0,0,Urban
0,29.0,3,,31850.0,False,180601.0,True,female,below High School,Blue Collar,52,Private,9430.0,7,SUV,no,0.0,0,No,0,0.0,1.0,0,Rural
0,48.0,0,14.0,42455.0,False,,True,male,High School,Clerical,48,Commercial,26460.0,6,Panel Truck,yes,4755.0,2,No,3,0.0,1.0,0,Rural
0,51.0,0,12.0,170537.0,False,444387.0,True,female,PhD,Manager,35,Private,15000.0,4,Sports Car,no,0.0,0,No,1,0.0,14.0,0,Urban
0,39.0,0,11.0,63433.0,False,236857.0,False,male,Bachelors,Blue Collar,30,Commercial,6610.0,10,Pickup,no,0.0,0,No,1,2729.0,,1,Urban
3,43.0,3,7.0,38430.0,True,221139.0,False,male,High School,Blue Collar,26,Commercial,17350.0,4,Van,no,0.0,0,No,1,0.0,6.0,0,Rural
0,54.0,0,14.0,129566.0,False,352586.0,True,female,Masters,Lawyer,57,Private,6900.0,1,Sports Car,no,15686.0,1,No,4,0.0,17.0,0,Urban
0,51.0,0,7.0,44481.0,False,226940.0,True,female,High School,Clerical,30,Private,7990.0,3,Minivan,no,0.0,0,No,0,0.0,1.0,0,Rural
2,36.0,3,0.0,0.0,False,,True,female,below High School,Student,19,Commercial,23510.0,6,Pickup,no,32008.0,3,Yes,6,123247.0,1.0,1,Urban
1,39.0,3,14.0,71309.0,True,224123.0,False,female,Bachelors,Professional,87,Private,14580.0,1,SUV,no,4648.0,3,No,3,1357.0,7.0,1,Urban
0,48.0,0,11.0,141297.0,False,0.0,False,male,Masters,,31,Commercial,22550.0,4,Panel Truck,no,0.0,0,No,1,0.0,10.0,0,Urban
0,47.0,0,10.0,172981.0,False,451118.0,True,male,Bachelors,Professional,42,Commercial,30110.0,6,Panel Truck,yes,0.0,0,No,0,0.0,13.0,0,Rural
0,17.0,1,0.0,,True,,False,male,below High School,Student,32,Private,17830.0,1,Van,yes,4373.0,2,No,8,0.0,4.0,0,Rural
0,50.0,0,8.0,32200.0,False,190439.0,True,male,High School,Clerical,13,Private,16030.0,1,Minivan,no,0.0,0,No,0,0.0,7.0,0,Urban
1,42.0,2,0.0,0.0,False,97022.0,True,female,High School,Home Maker,39,Private,14840.0,1,SUV,no,6844.0,1,No,1,6836.0,1.0,1,Rural
0,56.0,0,12.0,278.0,False,91930.0,True,female,High School,Student,58,Private,1530.0,6,Sports Car,no,4611.0,2,No,5,5138.0,8.0,1,Urban
0,32.0,1,2.0,50522.0,True,0.0,False,female,Bachelors,Blue Collar,15,Commercial,9750.0,17,SUV,no,6691.0,2,No,6,2474.0,9.0,1,Urban
0,46.0,0,7.0,46247.0,False,186682.0,False,female,Bachelors,Professional,58,Private,10720.0,4,SUV,no,0.0,0,Yes,0,0.0,,0,Urban
0,47.0,0,12.0,21063.0,False,117381.0,True,female,Bachelors,Clerical,42,Commercial,20730.0,4,Pickup,no,4652.0,2,No,1,3366.0,6.0,1,Urban
0,44.0,0,10.0,66642.0,False,264360.0,False,male,High School,Blue Collar,28,Commercial,15570.0,1,Minivan,yes,0.0,0,No,0,0.0,6.0,0,Urban
0,34.0,1,14.0,9699.0,False,107132.0,True,female,below High School,Clerical,39,Private,18120.0,4,Minivan,no,6801.0,1,No,3,5316.0,7.0,1,Urban
0,44.0,0,10.0,91652.0,False,0.0,False,female,Masters,Manager,44,Private,25290.0,10,SUV,no,4653.0,1,No,0,0.0,17.0,0,Urban
0,48.0,0,9.0,201768.0,False,0.0,False,female,Masters,Manager,37,Private,31780.0,7,Minivan,no,0.0,0,No,0,0.0,19.0,0,Urban
0,36.0,1,8.0,40339.0,True,173090.0,False,male,Bachelors,Blue Collar,41,Commercial,22200.0,6,Van,no,0.0,0,No,3,4347.0,8.0,1,Urban
0,52.0,0,9.0,112481.0,False,0.0,False,male,PhD,Lawyer,15,Private,17950.0,1,Van,yes,0.0,0,No,0,0.0,10.0,0,Urban
0,46.0,0,13.0,113386.0,False,322467.0,True,female,Masters,Professional,36,Private,21070.0,10,SUV,no,0.0,0,No,0,0.0,13.0,0,Urban
0,46.0,0,14.0,,False,0.0,False,male,High School,Manager,8,Commercial,11980.0,4,Pickup,yes,7109.0,2,No,4,0.0,8.0,0,Urban
2,41.0,3,14.0,75501.0,False,262109.0,True,male,Bachelors,Manager,16,Private,15380.0,1,Minivan,no,3960.0,4,No,3,0.0,10.0,0,Urban
0,40.0,0,12.0,4716.0,False,121325.0,True,male,High School,Student,45,Private,6410.0,1,Pickup,yes,46652.0,2,Yes,1,23346.0,1.0,1,Urban
0,49.0,0,12.0,56739.0,False,207006.0,True,female,High School,Clerical,32,Private,19540.0,7,Minivan,no,0.0,0,No,1,0.0,1.0,0,Urban
0,51.0,0,15.0,65245.0,False,242164.0,False,male,Bachelors,Professional,42,Commercial,24630.0,3,Panel Truck,no,6125.0,2,No,0,0.0,8.0,0,Urban
0,54.0,0,0.0,0.0,False,0.0,False,male,High School,Student,28,Commercial,25020.0,7,Minivan,yes,44429.0,3,Yes,7,8702.0,7.0,1,Urban
0,58.0,0,12.0,119035.0,False,385521.0,True,female,PhD,Doctor,12,Private,19200.0,4,Minivan,no,0.0,0,No,2,0.0,14.0,0,Urban
0,49.0,0,12.0,75311.0,False,324126.0,True,female,Masters,Lawyer,46,Private,20960.0,12,SUV,no,0.0,0,No,0,0.0,14.0,0,Urban
0,33.0,1,8.0,77719.0,True,0.0,False,female,High School,Blue Collar,39,Commercial,9250.0,6,SUV,no,0.0,0,No,0,4589.0,1.0,1,Urban
0,59.0,0,13.0,,False,127235.0,False,male,below High School,Clerical,40,Private,9650.0,6,Pickup,yes,734.0,1,No,5,0.0,4.0,0,Urban
2,44.0,3,4.0,47140.0,False,211304.0,True,female,High School,Blue Collar,23,Commercial,18860.0,6,SUV,no,18979.0,1,Yes,6,0.0,5.0,0,Urban
0,48.0,0,13.0,57713.0,False,0.0,False,male,PhD,Lawyer,52,Private,14880.0,5,Minivan,yes,0.0,0,No,1,0.0,14.0,0,Urban
0,53.0,0,15.0,129069.0,False,345479.0,True,male,PhD,,35,Commercial,22860.0,4,Panel Truck,no,0.0,0,No,0,0.0,16.0,0,Urban
0,43.0,2,17.0,20028.0,False,139616.0,True,female,below High School,Blue Collar,42,Private,7800.0,4,SUV,no,6330.0,2,No,5,0.0,1.0,0,Urban
0,46.0,0,11.0,67857.0,False,225981.0,False,female,Masters,Professional,5,Private,21130.0,3,Sports Car,no,33223.0,3,No,0,0.0,18.0,0,Urban
0,51.0,0,11.0,23582.0,False,,False,female,below High School,Clerical,57,Private,8960.0,9,SUV,no,0.0,0,No,0,0.0,1.0,0,Urban
0,60.0,0,13.0,82171.0,False,275664.0,True,male,Masters,Lawyer,45,Private,15720.0,1,Minivan,yes,0.0,0,No,0,4531.0,13.0,1,Urban
0,26.0,1,13.0,88987.0,True,248335.0,False,female,Bachelors,Manager,42,Private,29220.0,1,Minivan,no,7070.0,1,No,4,0.0,10.0,0,Urban
0,43.0,0,12.0,57712.0,False,,True,male,Masters,Lawyer,24,Private,7270.0,1,Pickup,yes,0.0,0,No,1,1432.0,19.0,1,Urban
0,27.0,1,10.0,94166.0,True,0.0,False,female,Bachelors,Blue Collar,38,Commercial,13620.0,6,Minivan,no,0.0,0,No,0,0.0,,0,Urban
0,54.0,0,2.0,96154.0,False,0.0,False,female,PhD,,21,Commercial,25080.0,7,Pickup,no,0.0,0,No,0,0.0,16.0,0,Urban
0,42.0,0,9.0,50949.0,False,227129.0,False,female,Bachelors,Clerical,24,Private,10790.0,3,SUV,no,0.0,0,No,0,0.0,9.0,0,Urban
0,32.0,2,,0.0,True,0.0,False,female,Bachelors,Student,28,Commercial,4700.0,7,SUV,no,4196.0,3,No,0,4995.0,11.0,1,Urban
0,45.0,2,0.0,0.0,False,101395.0,True,male,below High School,Home Maker,34,Commercial,16920.0,10,Van,no,10264.0,3,No,4,2189.0,1.0,1,Urban
0,46.0,0,6.0,59927.0,False,0.0,False,female,Masters,,24,Commercial,19410.0,10,Pickup,no,0.0,0,Yes,0,6796.0,11.0,1,Urban
0,72.0,0,13.0,100995.0,False,295292.0,True,male,PhD,Lawyer,28,Private,14040.0,7,SUV,yes,0.0,0,No,6,0.0,17.0,0,Urban
0,57.0,0,10.0,130831.0,False,365792.0,True,female,PhD,Lawyer,24,Private,14580.0,4,SUV,no,0.0,0,No,0,0.0,12.0,0,Urban
0,48.0,0,7.0,55962.0,False,0.0,False,male,Bachelors,Clerical,21,Private,6400.0,4,Pickup,no,0.0,0,No,1,0.0,9.0,0,Rural
0,44.0,1,11.0,54355.0,False,234437.0,True,male,High School,Blue Collar,49,Commercial,5900.0,10,Pickup,yes,0.0,0,No,0,0.0,1.0,0,Rural
0,51.0,0,11.0,43654.0,False,167541.0,True,female,Bachelors,Blue Collar,38,Commercial,11590.0,6,Sports Car,no,4383.0,4,No,0,3405.0,11.0,1,Urban
0,42.0,0,0.0,0.0,False,87178.0,True,male,High School,Student,113,Commercial,7820.0,10,Pickup,no,0.0,0,No,0,0.0,10.0,0,Rural
2,37.0,2,11.0,16238.0,False,65155.0,True,male,below High School,Clerical,33,Private,6820.0,6,Pickup,yes,5612.0,4,No,0,1498.0,1.0,1,Urban
0,50.0,0,,81293.0,False,255251.0,True,male,Bachelors,Manager,51,Private,14630.0,5,Minivan,no,2575.0,3,No,0,0.0,9.0,0,Urban
0,38.0,3,16.0,15889.0,False,95776.0,True,female,below High School,Home Maker,46,Commercial,30050.0,1,Pickup,no,13182.0,1,Yes,1,7919.0,9.0,1,Urban
0,56.0,3,,40506.0,True,210796.0,False,male,High School,Blue Collar,46,Commercial,25140.0,6,Panel Truck,yes,0.0,0,No,3,0.0,8.0,0,Rural
0,52.0,0,11.0,176305.0,False,453094.0,False,male,PhD,Doctor,36,Private,10950.0,1,Minivan,no,0.0,0,Yes,0,0.0,17.0,0,Urban
0,30.0,0,,47538.0,False,184423.0,False,male,High School,Blue Collar,53,Commercial,29840.0,13,Minivan,no,3421.0,2,No,4,0.0,7.0,0,Urban
0,38.0,0,12.0,73664.0,False,0.0,False,female,Bachelors,Blue Collar,43,Commercial,15110.0,13,SUV,no,0.0,0,No,2,0.0,13.0,0,Rural
0,30.0,2,13.0,19355.0,False,95595.0,True,female,Masters,Professional,39,Private,6440.0,15,SUV,no,0.0,0,No,0,0.0,9.0,0,Urban
0,45.0,0,9.0,72702.0,False,221350.0,False,male,High School,Blue Collar,43,Commercial,13270.0,1,Minivan,yes,4740.0,2,No,5,1680.0,6.0,1,Urban
0,55.0,0,9.0,69683.0,False,231225.0,True,female,below High School,Blue Collar,50,Private,7000.0,6,Sports Car,no,1174.0,1,No,0,0.0,6.0,0,Urban
0,62.0,1,15.0,68063.0,False,269614.0,True,male,Bachelors,Professional,45,Private,12620.0,1,SUV,yes,34151.0,2,Yes,3,4252.0,1.0,1,Urban
0,46.0,0,11.0,78929.0,False,,True,female,High School,Blue Collar,48,Commercial,23710.0,6,Sports Car,no,0.0,0,No,0,0.0,8.0,0,Rural
0,33.0,1,12.0,67776.0,False,210356.0,True,female,High School,Blue Collar,19,Commercial,22450.0,6,Pickup,no,0.0,0,No,0,0.0,1.0,0,Urban
0,47.0,0,7.0,18573.0,False,106303.0,True,female,below High School,Clerical,36,Private,17440.0,11,SUV,no,0.0,0,No,0,0.0,1.0,0,Urban
0,59.0,0,11.0,131919.0,False,328571.0,True,female,Bachelors,Blue Collar,27,Commercial,19580.0,6,SUV,no,0.0,0,No,0,0.0,6.0,0,Urban
0,53.0,0,13.0,89250.0,False,0.0,False,male,Bachelors,Professional,54,Private,15720.0,12,Minivan,no,0.0,0,No,0,0.0,11.0,0,Urban
0,40.0,0,13.0,66745.0,False,0.0,False,male,Masters,Professional,16,Commercial,20420.0,9,Van,yes,31127.0,2,No,0,0.0,13.0,0,Urban
1,35.0,1,,,False,206595.0,True,female,Bachelors,Professional,11,Private,15480.0,10,SUV,no,9144.0,1,No,0,0.0,12.0,0,Rural
0,29.0,3,16.0,65242.0,False,216583.0,True,female,Bachelors,Clerical,51,Private,1500.0,1,Sports Car,no,0.0,0,Yes,1,0.0,6.0,0,Rural
0,44.0,0,11.0,89474.0,False,0.0,False,male,PhD,,11,Commercial,26450.0,6,Panel Truck,yes,3845.0,2,No,0,0.0,16.0,0,Urban
0,46.0,0,0.0,0.0,False,111439.0,True,female,below High School,Home Maker,29,Private,6100.0,1,SUV,no,0.0,0,No,0,8374.0,4.0,1,Urban
0,50.0,0,12.0,218705.0,False,0.0,False,male,PhD,,47,Commercial,28370.0,14,Panel Truck,no,4558.0,2,No,8,0.0,15.0,0,Urban
